ward,subcounty,county,latitude,longitude
Ombeyi Ward,Muhoroni Sub County,Kisumu,-0.110137628403848,34.9224210106761
Masogo/nyang'oma Ward,Muhoroni Sub County,Kisumu,-0.1256677698676492,35.051258819172055
Chemelil Ward,Muhoroni Sub County,Kisumu,-0.07561139463972404,35.14281784014478
Muhoroni Koru Ward,Muhoroni Sub County,Kisumu,-0.17786192940925483,35.253871865545044
South West Nyakach Ward,Nyakach Sub County,Kisumu,-0.3827451280580093,34.91177428755212
North Nyakach Ward,Nyakach Sub County,Kisumu,-0.27899653201829827,34.96651380487386
Central Nyakach Ward,Nyakach Sub County,Kisumu,-0.31789691692642424,34.920181822555286
West Nyakach Ward,Nyakach Sub County,Kisumu,-0.34435509791214447,34.835923156644164
South East Nyakach Ward,Nyakach Sub County,Kisumu,-0.37278010945804496,34.97606378903247
Awasi/onjiko Ward,Nyando Sub County,Kisumu,-0.1793259159904558,35.061751990403735
Ahero Ward,Nyando Sub County,Kisumu,-0.1940933408370102,34.933710675625626
Rigoma Ward,Masaba North Sub County,Nyamira,-0.7443330311623492,34.936662368379665
Gachuba Ward,Masaba North Sub County,Nyamira,-0.707766239283905,34.882382782260954
Kamera Ward,Manga Sub County,Nyamira,-0.6756805429573515,34.83038820382875
Magombo Ward,Manga Sub County,Nyamira,-0.6625569433652714,34.90360401218621
Manga Ward,Manga Sub County,Nyamira,-0.6341791743244934,34.85869911437699
Gesima Ward,Masaba North Sub County,Nyamira,-0.7025894315370633,34.97239735098445
Nyamaiya Ward,Nyamira Sub County,Nyamira,-0.5097397960406959,34.90812839633114
Bogichora Ward,Nyamira Sub County,Nyamira,-0.5858953521571528,34.91894089580902
Bosamaro Ward,Nyamira Sub County,Nyamira,-0.6402830332596736,34.938746825806895
Bonyamatuta Ward,Nyamira Sub County,Nyamira,-0.6179859964874559,34.96076940850448
Township Ward,Nyamira Sub County,Nyamira,-0.5687381101840063,34.93556693768272
Itibo Ward,Nyamira North Sub County,Nyamira,-0.5623656275697533,35.006980128828694
Bomwagamo Ward,Nyamira North Sub County,Nyamira,-0.516759890521972,34.94837540424652
Bokeira Ward,Nyamira North Sub County,Nyamira,-0.45649636681071,34.98641867714679
Magwagwa Ward,Nyamira North Sub County,Nyamira,-0.47461002686500975,35.02296605367992
Ekerenyo Ward,Nyamira North Sub County,Nyamira,-0.5195451779788188,34.99570531672868
Mekenene Ward,Borabu Sub County,Nyamira,-0.6272372446028691,35.040928223479696
Kiabonyoru Ward,Borabu Sub County,Nyamira,-0.5954892577890404,34.989103489556875
Nyansiongo Ward,Borabu Sub County,Nyamira,-0.7621446217316434,35.005853334506384
Esise Ward,Borabu Sub County,Nyamira,-0.8101780496623731,35.036245439262125
Bomariba Ward,Bonchari  Sub County,Kisii,-0.6305257975642372,34.695012362314436
Bogiakumu Ward,Bonchari  Sub County,Kisii,-0.6725653637333645,34.72832719208469
Bomorenda Ward,Bonchari  Sub County,Kisii,-0.695783184731401,34.7074258987879
Riana Ward,Bonchari  Sub County,Kisii,-0.670500085684422,34.6625518195665
Tabaka Ward,South Mugirango Sub County,Kisii,-0.7413693041869789,34.6556264709837
Boikanga Ward,South Mugirango Sub County,Kisii,-0.8234824998750029,34.663704234444815
Bogetenga Ward,South Mugirango Sub County,Kisii,-0.7927453690951721,34.64687711434629
Borabu Chitago Ward,South Mugirango Sub County,Kisii,-0.9090408529460632,34.67776844852875
Moticho Ward,South Mugirango Sub County,Kisii,-0.8958351725096015,34.63507502726204
Getenga Ward,South Mugirango Sub County,Kisii,-0.9396609890440947,34.65868565870951
Bokimonge Ward,Bomachoge Borabu Sub County,Kisii,-0.9122069824108914,34.7529153869795
Magenche Ward,Bomachoge Borabu Sub County,Kisii,-0.92952789603775,34.717330844616235
Masige West Ward,Bobasi Sub County,Kisii,-0.8399103401433555,34.77035051810054
Masige East Ward,Bobasi Sub County,Kisii,-0.8306622185331983,34.792018016454364
Basi Central Ward,Bobasi Sub County,Kisii,-0.8358936426989347,34.84155364545048
Nyacheki Ward,Bobasi Sub County,Kisii,-0.8878912559162596,34.877996147504234
Bassi Bogetaorio Ward,Bobasi Sub County,Kisii,-0.8969413198997798,34.829595676017206
Bobasi Chache Ward,Bobasi Sub County,Kisii,-0.7388295506607477,34.743631923901454
Sameta Mokwerero Ward,Bobasi Sub County,Kisii,-0.7801800327111834,34.759054362154586
Bobasi Boitangare Ward,Bobasi Sub County,Kisii,-0.792770100786786,34.79872601489333
Majoge Basi Ward,Bomachoge Chache Sub County,Kisii,-0.7498491404288975,34.70114996965546
Boochi Tendere Ward,Bomachoge Chache Sub County,Kisii,-0.8071420738895593,34.72108421371054
Bosoti Sengera Ward,Bomachoge Chache Sub County,Kisii,-0.8567637480807336,34.7074115945581
Ichuni Ward,Nyaribari Masaba Sub County,Kisii,-0.7899498812110867,34.919972913432375
Nyamasibi Ward,Nyaribari Masaba Sub County,Kisii,-0.8433145303256341,34.97158059247098
Masimba Ward,Nyaribari Masaba Sub County,Kisii,-0.8700606787062476,34.9524910187273
Gesusu Ward,Nyaribari Masaba Sub County,Kisii,-0.8669674905948055,34.904774174678344
Kiamokama Ward,Nyaribari Masaba Sub County,Kisii,-0.8233637670711252,34.905420138989726
Bobaracho Ward,Nyaribari Chache  Sub County,Kisii,-0.7110534597750752,34.806393336689275
Kisii Central Ward,Nyaribari Chache  Sub County,Kisii,-0.7049134390998762,34.76450663467796
Keumbu Ward,Nyaribari Chache  Sub County,Kisii,-0.7397497467497407,34.84582948381108
Kiogoro Ward,Nyaribari Chache  Sub County,Kisii,-0.7455014327421787,34.79099251634384
Birongo Ward,Nyaribari Chache  Sub County,Kisii,-0.7625086703067654,34.88005190155188
Marungu Ward,Voi Sub County,TAITA TAVETA,-3.7513043650979765,38.86287833289838
Lower Savanna Ward,Embakasi East Sub County,Nairobi,-1.2944014090428686,36.89763807624388
Embakasi Ward,Embakasi East Sub County,Nairobi,-1.3093275311036328,36.93498254746804
Utawala Ward,Embakasi East Sub County,Nairobi,-1.3126419947328465,36.899748789155765
Mihango Ward,Embakasi East Sub County,Nairobi,-1.2752705789687868,36.954060723913386
Ngolia Ward,Voi Sub County,TAITA TAVETA,-3.253724084962227,38.45897473183908
Sensi Ward,Kitutu Chache North Sub County,Kisii,-0.5741084053522083,34.81187910580522
Viwandani Ward,Makadara  Sub County,Nairobi,-1.3054704208602643,36.870949479030976
Harambee Ward,Makadara  Sub County,Nairobi,-1.2828046405094458,36.87671607990038
Eastleigh South Ward,Kamukunji  Sub County,Nairobi,-1.2819903995220308,36.86057902438719
Kabiemit Ward,Keiyo South Sub County,ELGEYO-MARAKWET,0.2629787894786147,35.55539796652067
Maalimin Ward,Lagdera Sub County,GARISSA,0.41185164125225526,39.13834270349778
Sabena Ward,Lagdera Sub County,GARISSA,0.7811347688916358,39.408541999949556
Baraki Ward,Lagdera Sub County,GARISSA,0.4420671090993541,39.4907521463481
Chemundu/kapng'etunyi Ward,Chesumei Sub County,NANDI,0.23100298820787768,35.08219096574727
Kawangware Ward,Dagoretti North Sub County,Nairobi,-1.280323065426214,36.74385459577004
Landimawe Ward,Starehe  Sub County,Nairobi,-1.3023529345152216,36.83962622203575
Nairobi South Ward,Starehe  Sub County,Nairobi,-1.3196060873413242,36.85066262070182
Huruma Ward,Mathare  Sub County,Nairobi,-1.2596198706730073,36.86701313845102
Segeroi/barsombe Ward,Soy Sub County,Uasin Gishu,0.8978319013212024,35.29800612837231
Kipsomba Ward,Soy Sub County,Uasin Gishu,0.7733579380029392,35.18711041115634
Megun Ward,Kapseret Sub County,Uasin Gishu,0.33794462700622224,35.28761381395035
Keyian Ward,Transmara West Sub County,Narok,-1.0387867707331488,34.68941598430715
Angata Barikoi Ward,Transmara West Sub County,Narok,-1.349968073743842,34.79359901615917
Shankoe Ward,Transmara West Sub County,Narok,-1.0345815440950283,34.82930117159685
Kimintet Ward,Transmara West Sub County,Narok,-1.256170664652257,35.00304335147364
Lolgorian Ward,Transmara West Sub County,Narok,-1.2058938003775101,34.812808504062126
Iikerin Ward,Transmara East Sub County,Narok,-1.04386014671913,35.09925427150374
Ololmasani Ward,Transmara East Sub County,Narok,-0.933073690744242,35.04680476986466
Mogondo Ward,Transmara East Sub County,Narok,-1.0139478237884332,35.04701583302059
Kijabe Ward,Lari Sub County,Kiambu,-0.9656043104218806,36.64731231873929
Gatongora Ward,Ruiru Sub County,Kiambu,-1.1987855748025427,37.05306735737671
Gatunga Ward,Tharaka North Sub County,THARAKA-NITHI,-0.12546868153775786,38.12347645105525
Mukothima Ward,Tharaka North Sub County,THARAKA-NITHI,0.012955082890727578,38.04631913743893
Kahawa Wendani Ward,Ruiru Sub County,Kiambu,-1.197703727404347,36.92826486623388
BOOCHI BORABU,Bomachoge Borabu Sub County,Kisii,-0.9109228598706022,34.80599542273305
Kipini east Ward,Garsen Sub County,TANA RIVER,-2.4862416261560343,40.52836687699554
Garsen south Ward,Garsen Sub County,TANA RIVER,-2.5915303664350025,39.15880623310297
BANISSA,BANISSA,MANDERA,3.9405091856549466,40.360931612069415
DERKHALE,BANISSA,MANDERA,3.852399248760793,40.18647764240477
BULA PESA,Isiolo Sub County,ISIOLO,0.34040264235697576,37.568492711934304
CHARI,Merti Sub County,ISIOLO,1.1308152464389398,38.272528373729614
CHERAB,Merti Sub County,ISIOLO,1.5209538283742368,38.863428095735195
NGARE MARA,Isiolo Sub County,ISIOLO,0.6574997732673765,37.89679893936498
BURAT,Isiolo Sub County,ISIOLO,0.43521165374824533,37.47736280789503
OLDONYIRO,Isiolo Sub County,ISIOLO,0.6379677430302078,37.134666355742354
GARBATULLA,Garbatulla Sub County,ISIOLO,0.49102150083209933,38.55893847420732
KINNA,Garbatulla Sub County,ISIOLO,0.39552725822572077,38.299986261627744
SERICHO,Garbatulla Sub County,ISIOLO,0.8992080446363065,38.98044045849526
LAGHSURE,MANDERA WEST,MANDERA,3.5694283537933407,40.211522589401575
ASHABITO,MANDERA NORTH,MANDERA,3.324212773345085,40.84606157264325
GUTICHA,MANDERA NORTH,MANDERA,3.6262971400871113,40.60880449648514
BULLA MPYA,MANDERA EAST,MANDERA,3.8275827576744343,41.76411674007808
KHALALIO,MANDERA EAST,MANDERA,3.8995741174027496,41.6651355602127
NEBOI,MANDERA EAST,MANDERA,3.959627810462041,41.75636139078803
TOWNSHIP,MANDERA EAST,MANDERA,3.94840699962507,41.87303386210687
LIBEHIA,LAFEY,MANDERA,3.739555398262811,41.32046809726171
FINO,LAFEY,MANDERA,3.392315757595287,41.28611104947917
LAFEY,LAFEY,MANDERA,3.169577673272705,41.220631667093194
WARANKARA,LAFEY,MANDERA,3.3734573009699678,41.030135446384485
ALANGO GOF,LAFEY,MANDERA,3.1112216469770315,41.05090366236345
Njabani/kiburu Ward,Kinangop Sub County,NYANDARUA,-0.7251365479292798,36.67610307403817
Lokichar Ward,Turkana South Sub County,TURKANA,2.6378041589076777,35.676951522858985
Kapedo/napeitom Ward,Turkana East Sub County,TURKANA,1.4671829061592023,36.20768025296294
Endo Ward,Marakwet East sub-county,ELGEYO-MARAKWET,1.204789803474874,35.66074422951607
Embobut/Embulot Ward,Marakwet East sub-county,ELGEYO-MARAKWET,1.2094547127380593,35.57635842393493
Lelan Ward,Marakwet West Sub County,ELGEYO-MARAKWET,1.0731530092387804,35.4095058157458
Kabiro Ward,Dagoretti North Sub County,Nairobi,-1.286828929567533,36.7478795323084
Mutu-ini Ward,Dagoretti South Sub County,Nairobi,-1.294028007271797,36.6988496962295
Ngando Ward,Dagoretti South Sub County,Nairobi,-1.3006536105235087,36.74122455056038
Riruta Ward,Dagoretti South Sub County,Nairobi,-1.288634547568287,36.73526681421595
Uthiru/ruthimitu Ward,Dagoretti South Sub County,Nairobi,-1.272029387117898,36.7073150596734
Waithaka Ward,Dagoretti South Sub County,Nairobi,-1.2872078467925696,36.71717979901775
Karen Ward,Langata  Sub County,Nairobi,-1.3367304895546224,36.725581829604174
Sacho Ward,Baringo Central Sub County,BARINGO,0.38624998964703616,35.7489424144122
Mukutani Ward,Marigat Sub County,BARINGO,0.5465807446770855,36.17508202351511
Kimana Ward,Loitokitok Sub County,KAJIADO,-2.7911467509139234,37.485219442431486
Umande Ward,Laikipia East Sub County,LAIKIPIA,0.19493647856443355,37.125579915846465
Sosian Ward,Laikipia North Sub County,LAIKIPIA,0.6065492092848809,36.64904868361418
Segera Ward,Laikipia North Sub County,LAIKIPIA,0.21992424300879726,36.88071578584572
Mugogodo West Ward,Laikipia North Sub County,LAIKIPIA,0.42940710189165515,37.01302856348209
Mugogodo East Ward,Laikipia North Sub County,LAIKIPIA,0.32292819882962337,37.2476629372367
Iloodokilani Ward,Kajiado West Sub County,KAJIADO,-2.0292537112574167,36.50434517881918
Magadi Ward,Kajiado West Sub County,KAJIADO,-1.8965865472164756,36.236047093252395
Ewuaso oonkidong'i Ward,Kajiado West Sub County,KAJIADO,-1.335495753714597,36.42199161010452
Mikindani Ward,Jomvu  Sub County,Mombasa,-4.009883283951374,39.630914645588646
Makadara Ward-mji Wa Kale Ward,Mvita  Sub County,Mombasa,-4.06700459041465,39.674755169063445
Tononoka Ward,Mvita  Sub County,Mombasa,-4.049379035136632,39.669095427651584
Ganjoni Ward-shimanzi Ward,Mvita  Sub County,Mombasa,-4.055845334512974,39.655467756816044
Majengo Ward,Mvita  Sub County,Mombasa,-4.052203720792239,39.66212567323255
Tezo Ward,Kilifi North Sub County,Kilifi,-3.5415392079458186,39.88455846810917
Chawia Ward,Mwatate Sub County,TAITA TAVETA,-3.858901623237532,38.378952184121864
Shimo La Tewa Ward,Kilifi South Sub County,Kilifi,-3.939440466473198,39.738904648518734
Rabai/kisurutini Ward,Rabai Sub County,Kilifi,-3.9399816615561916,39.55871061826206
Ganze Ward,Ganze Sub County,Kilifi,-3.472944369177542,39.64492504375312
Sokoke Ward,Ganze Sub County,Kilifi,-3.3524630145266174,39.71464227070883
Ganda Ward,Malindi Sub County,Kilifi,-3.2440822555413593,40.06606406587556
Malindi Town Ward,Malindi Sub County,Kilifi,-3.2196978044079434,40.08822636171907
Gongoni Ward,Magarini Sub County,Kilifi,-2.9656888149147296,40.10469142496646
Adu Ward,Magarini Sub County,Kilifi,-2.8694740061171102,39.676831042880956
Garashi Ward,Magarini Sub County,Kilifi,-3.102010638354547,39.892110573505896
Sabaki Ward,Magarini Sub County,Kilifi,-3.1771404526742435,40.10314296695893
North Alego Ward,Alego Usonga Sub County,Siaya,0.09514328624868673,34.32704069484301
South East Alego Ward,Alego Usonga Sub County,Siaya,4.229192138721296e-05,34.28702617013775
North Gem Ward,Gem Sub County,Siaya,0.11651997841897418,34.41685957417531
West Gem Ward,Gem Sub County,Siaya,0.03085165903313555,34.41165705799511
Central Gem Ward,Gem Sub County,Siaya,0.0702278843198399,34.47098282716463
Yala Township Ward,Gem Sub County,Siaya,0.10041342867645778,34.53064884942347
East Gem Ward,Gem Sub County,Siaya,0.029961647530590656,34.51965805121722
South Gem Ward,Gem Sub County,Siaya,-0.027215983857453694,34.437953822621076
West Yimbo Ward,Bondo Sub County,Siaya,-0.07199438408568223,34.04613928772657
Central Sakwa Ward,Bondo Sub County,Siaya,-0.1564554975645486,34.15535569279598
South Sakwa Ward,Bondo Sub County,Siaya,-0.18046487591288032,34.23451684153969
Yimbo East Ward,Bondo Sub County,Siaya,-0.023587139790966476,34.12519572030638
West Sakwa Ward,Bondo Sub County,Siaya,-0.08264148629735167,34.2192857748273
North Sakwa Ward,Bondo Sub County,Siaya,-0.09093159317789565,34.30756038078777
East Asembo Ward,Rarieda Sub County,Siaya,-0.12698538642410973,34.39717286185648
West Asembo Ward,Rarieda Sub County,Siaya,-0.15557251535038244,34.33673591868685
Kajulu Ward,Kisumu East Sub County,Kisumu,-0.03293290621173452,34.79212178912523
Kolwa East Ward,Kisumu East Sub County,Kisumu,-0.11667659494637751,34.826075858341596
Kolwa Central Ward,Kisumu East Sub County,Kisumu,-0.11481383142060027,34.78991429624579
Central Kisumu Ward,Kisumu West Sub County,Kisumu,-0.07563450793418434,34.712680198932794
Kaloleni  Ward,Voi Sub County,TAITA TAVETA,-3.43197881382701,38.56095815018856
North Kisumu Ward,Kisumu West Sub County,Kisumu,-0.03916659501547206,34.7165274976552
West Kisumu Ward,Kisumu West Sub County,Kisumu,-0.05791030566611544,34.63089215637079
North West Kisumu Ward,Kisumu West Sub County,Kisumu,-0.023891385097035204,34.617022465196854
Railways Ward,Kisumu Central Sub County,Kisumu,-0.07811839941663616,34.75363665689245
Migosi Ward,Kisumu Central Sub County,Kisumu,-0.07555668140024592,34.78174675578317
Ibeno Ward,Nyaribari Chache  Sub County,Kisii,-0.7790903291459839,34.84138393528498
Monyerero Ward,Kitutu Chache North Sub County,Kisii,-0.5740898342119869,34.856932299198824
Marani Ward,Kitutu Chache North Sub County,Kisii,-0.5766726096507845,34.78044450355532
Kegogi Ward,Kitutu Chache North Sub County,Kisii,-0.5336911379688272,34.84169019897462
Bogusero Ward,Kitutu Chache South Sub County,Kisii,-0.5881092232771907,34.725623048020864
Bogeka Ward,Kitutu Chache South Sub County,Kisii,-0.6102034083553775,34.75001583576662
Nyatieko Ward,Kitutu Chache South Sub County,Kisii,-0.6446496772981313,34.79403841684329
Karura Ward,Westlands  Sub County,Nairobi,-1.2302235172902174,36.81011363782375
Kangemi Ward,Westlands  Sub County,Nairobi,-1.2681625706731157,36.75258888498314
Mountain View Ward,Westlands  Sub County,Nairobi,-1.2704693545115966,36.73757856714755
Keiyo Ward,Kwanza  Sub County,TRANS NZOIA,1.2148856686313134,34.95983576832448
Gatina Ward,Dagoretti North Sub County,Nairobi,-1.279949494116487,36.755947624452624
Sangalo/kebulonik Ward,Mosop Sub County,NANDI,0.3486130385434664,34.998408854010044
Tangulbei/korossi Ward,Tiaty Sub County,BARINGO,0.7914169244308988,36.222464364482626
Nairobi West Ward,Langata  Sub County,Nairobi,-1.3202745176218522,36.81443818895231
Mugumo-ini Ward,Langata  Sub County,Nairobi,-1.3714274882759843,36.84916521689365
Churo/amaya Ward,Tiaty Sub County,BARINGO,0.789944605898132,36.38093121423409
Barwessa Ward,Baringo North Sub County,BARINGO,0.7245489763201041,35.67974664626822
Kabartonjo Ward,Baringo North Sub County,BARINGO,0.631046034729823,35.761744305852574
Saimoi/kipsaraman Ward,Baringo North Sub County,BARINGO,0.6832586051416465,35.81216892742117
Saimo/soi Ward,Baringo North Sub County,BARINGO,0.6818428071774633,35.93472121138925
Bartabwa Ward,Baringo North Sub County,BARINGO,0.871527357685175,35.79851237687323
Kabarnet Ward,Baringo Central Sub County,BARINGO,0.5120201058809988,35.68559232752505
South C Ward,Langata  Sub County,Nairobi,-1.3411946343543026,36.87642847204777
Tenges Ward,Baringo Central Sub County,BARINGO,0.28588753396367533,35.756126079125856
Ewalel/chapchap Ward,Baringo Central Sub County,BARINGO,0.49368477632097585,35.80491289060327
Kapropita Ward,Baringo Central Sub County,BARINGO,0.4500559725027097,35.73185650125294
Marigat Ward,Marigat Sub County,BARINGO,0.4355389751776641,35.89687459972052
Iichamus Ward,Marigat Sub County,BARINGO,0.5216656349524743,36.04787071290492
Mochongoi Ward,Marigat Sub County,BARINGO,0.3215035634339036,36.1642233525791
Nyayo Highrise Ward,Langata  Sub County,Nairobi,-1.3150716927460144,36.80271935764549
Laini Saba Ward,Kibra  Sub County,Nairobi,-1.312045907706697,36.794313237282914
Mosiro Ward,Kajiado West Sub County,KAJIADO,-1.5039091740769093,36.16917258409074
Entonet/lenkism Ward,Loitokitok Sub County,KAJIADO,-2.58094677193499,37.20806114585044
Imbrikani/eselelnkei Ward,Loitokitok Sub County,KAJIADO,-2.4919281564598563,37.52439230383788
Kuku Ward,Loitokitok Sub County,KAJIADO,-2.8362536697009397,37.741048121401
Rombo Ward,Loitokitok Sub County,KAJIADO,-3.062204180193601,37.73888686106761
Lindi Ward,Kibra  Sub County,Nairobi,-1.3153403197320803,36.792670533805456
Londiani Ward,Kipkelion East Sub County,KERICHO,-0.13404669378260525,35.5546934677465
Makina Ward,Kibra  Sub County,Nairobi,-1.3090312371151236,36.78440588734629
Sarang'ombe Ward,Kibra  Sub County,Nairobi,-1.3126662512483853,36.77837279646772
Githurai Ward,Roysambu  Sub County,Nairobi,-1.2022262715114616,36.908417970680006
Kahawa West,Roysambu  Sub County,Nairobi,-1.1771851304523162,36.91541513790634
Kahawa,Roysambu  Sub County,Nairobi,-1.191511679054455,36.90626177312905
Clay City,Kasarani  Sub County,Nairobi,-1.2224437932097412,36.916374065678745
Njiru Ward,Kasarani  Sub County,Nairobi,-1.2512638303097852,36.928852860813585
Ruai Ward,Kasarani  Sub County,Nairobi,-1.2592614519923242,37.03613735367202
Babandogo,Ruaraka  Sub County,Nairobi,-1.2438611429193993,36.87958536235912
Utalii Ward,Ruaraka  Sub County,Nairobi,-1.2536864662724325,36.863679270282006
Kwa Njenga Ward,Embakasi South Sub County,Nairobi,-1.3224686927903104,36.889043343192235
Dandora Area Iv Ward,Embakasi North Sub County,Nairobi,-1.2419075163796813,36.906185611643515
Kwa Reuben Ward,Embakasi South Sub County,Nairobi,-1.3152004149778302,36.882040725995246
Umoja I Ward,Embakasi West Sub County,Nairobi,-1.2795562974645829,36.8904778844988
Kware Ward,Embakasi South Sub County,Nairobi,-1.316282108486682,36.8886299648292
Kariobangi North Ward,Embakasi North Sub County,Nairobi,-1.2553130451556753,36.88211794358866
Dandora Area I Ward,Embakasi North Sub County,Nairobi,-1.2574956991249202,36.88946236430152
Dandora Area Ii Ward,Embakasi North Sub County,Nairobi,-1.251170533946978,36.8982970629609
Dandora Area Iii Ward,Embakasi North Sub County,Nairobi,-1.2451476729842268,36.910401425186905
Kayole North Ward,Embakasi Central Sub County,Nairobi,-1.2651671692292978,36.92171299306297
Kayole Central Ward,Embakasi Central Sub County,Nairobi,-1.2716487522005078,36.917427569658855
Umoja Ii Ward,Embakasi West Sub County,Nairobi,-1.2860178375824685,36.89289870458105
Kayole South Ward,Embakasi Central Sub County,Nairobi,-1.2778353715629083,36.91398782875566
Makongeni Ward,Makadara  Sub County,Nairobi,-1.2970880757573815,36.85094253539769
Komarock Ward,Embakasi Central Sub County,Nairobi,-1.2692011777033714,36.908579057160146
Matopeni/spring Valley Ward,Embakasi Central Sub County,Nairobi,-1.2612622646721758,36.92839683020149
Eastleigh North Ward,Kamukunji  Sub County,Nairobi,-1.2730815167927922,36.84777852212403
Upper Savanna Ward,Embakasi East Sub County,Nairobi,-1.285086223416577,36.91100423720521
Mowlem Ward,Embakasi West Sub County,Nairobi,-1.2660960573213824,36.89692762504285
Kariobangi South Ward,Embakasi West Sub County,Nairobi,-1.2649900414004522,36.8869241023197
Maringo/hamza Ward,Makadara  Sub County,Nairobi,-1.2921035871566793,36.865691734544164
Nabiswa Ward,Kiminini  Sub County,TRANS NZOIA,0.9149234189191103,34.90554231600677
California Ward,Kamukunji  Sub County,Nairobi,-1.2842848327751641,36.84934429165779
Pumwani Ward,Kamukunji  Sub County,Nairobi,-1.2881093167776454,36.844797208416466
Sinyerere Ward,Cherangany Sub County,TRANS NZOIA,1.1251897571910698,35.1307170595998
Airbase Ward,Kamukunji  Sub County,Nairobi,-1.27168130715808,36.86283123029216
Iftin Ward,Garissa Sub County,GARISSA,-0.44768762842196486,39.6464231568717
Nairobi Central Ward,Starehe  Sub County,Nairobi,-1.28525582908818,36.824809592583215
Dertu Ward,Dadaab Sub County,GARISSA,0.000948983992126359,39.79437131255062
Dadaab Ward,Dadaab Sub County,GARISSA,0.05003157696464216,40.29636277560044
LABISGALE Ward,Dadaab Sub County,GARISSA,0.1563939429410392,40.23241897898323
Damajale Ward,Dadaab Sub County,GARISSA,-0.002923416372227628,40.69274980520662
Liboi Ward,Dadaab Sub County,GARISSA,0.23682017883917023,40.79854502715292
Abakaile Ward,Dadaab Sub County,GARISSA,0.19530967274148064,40.029066977490594
Terik Ward,Aldai Sub County,NANDI,0.014497240368693086,34.81975705983927
Ngara Ward Ward,Starehe  Sub County,Nairobi,-1.273503864906821,36.82611558001076
Pangani Ward,Starehe  Sub County,Nairobi,-1.272082476022206,36.84034748139668
Ziwani/kariokor,Starehe  Sub County,Nairobi,-1.2817846898148413,36.837751036900414
Hospital Ward,Mathare  Sub County,Nairobi,-1.261603060562203,36.849190777199695
Mabatini Ward,Mathare  Sub County,Nairobi,-1.2625444155922552,36.86110241258525
Ngei Ward,Mathare  Sub County,Nairobi,-1.258035271838496,36.87149996848451
Mlango Kubwa,Mathare  Sub County,Nairobi,-1.2649058416668708,36.84825660521764
Kiamaiko Ward,Mathare  Sub County,Nairobi,-1.2568860172523706,36.87639516170176
Kitisuru Ward,Westlands  Sub County,Nairobi,-1.2484108500961306,36.75539553495824
Kanyenya-ini Ward,Kangema Sub County,Muranga,-0.698628399535749,36.88174342473226
Muguru Ward,Kangema Sub County,Muranga,-0.6876266543498908,37.01711147218305
Rwathia Ward,Kangema Sub County,Muranga,-0.6609127901490912,36.87913697089723
Gitugi Ward,Mathioya Sub County,Muranga,-0.6556986053882364,37.0018926337738
Wagberi Ward,Wajir East Sub County,WAJIR,1.7725118251165322,40.08829628480294
Ngeria Ward,Kapseret Sub County,Uasin Gishu,0.39304288144735094,35.26009514933566
Langas Ward,Kapseret Sub County,Uasin Gishu,0.47660384566118735,35.25538879016264
Eldas Ward,Eldas Sub County,WAJIR,2.4266151480318587,39.47561744839387
Racecourse Ward,Kesses Sub County,Uasin Gishu,0.4747011485380603,35.279054786425334
Cheptiret/kipchamo Ward,Kesses Sub County,Uasin Gishu,0.38172338323311994,35.364865320469704
Tulwet/chiyat Ward,Kesses Sub County,Uasin Gishu,0.259532239984486,35.340069542183834
Tarakwa Ward,Kesses Sub County,Uasin Gishu,0.13048554668549434,35.4371545419703
Bura Ward,Fafi Sub County,GARISSA,-1.0888107351689447,40.285154983650514
Kapsasian Ward,Transmara East Sub County,Narok,-0.9964511710418974,35.152475577982976
Olposimoru Ward,Narok North Sub County,Narok,-0.5914478443412302,35.758036873899954
Olokurto Ward,Narok North Sub County,Narok,-0.6771066489027295,35.82945372847247
Narok Town Ward,Narok North Sub County,Narok,-1.117751178270211,35.832045378451156
Nkareta Ward,Narok North Sub County,Narok,-0.9421145132348915,35.82639539458396
Della Ward,Eldas Sub County,WAJIR,2.4140557604313235,39.68718014993649
Dadaja bulla Ward,Wajir South Sub County,WAJIR,0.5784176371933847,40.84998848190673
Habasswein Ward,Wajir South Sub County,WAJIR,0.8041208111740716,39.75293504716261
Lagboghoi south Ward,Wajir South Sub County,WAJIR,1.1405272084215052,40.01994783354645
Uthiru Ward,Kabete Sub County,Kiambu,-1.254105896692738,36.7140643194128
Karai,Kikuyu Sub County,Kiambu,-1.2771089034750454,36.64773996099023
Nachu Ward,Kikuyu Sub County,Kiambu,-1.2526149782768987,36.57752062784356
Sigona Ward,Kikuyu Sub County,Kiambu,-1.1913577876704697,36.637182439616225
Kikuyu Ward,Kikuyu Sub County,Kiambu,-1.2577203769808936,36.661954327380606
Kinoo,Kikuyu Sub County,Kiambu,-1.2536288532348512,36.689701907469434
Bibirioni Ward,Limuru Sub County,Kiambu,-1.0818130260748178,36.62368015520178
Limuru Central Ward,Limuru Sub County,Kiambu,-1.1268170418485635,36.62759773224744
Ndeiya Ward,Limuru Sub County,Kiambu,-1.1663644606761887,36.57467014840582
Limuru East Ward,Limuru Sub County,Kiambu,-1.1062404505917705,36.68858306459947
Ngecha Tigoni Ward,Limuru Sub County,Kiambu,-1.1571098899750591,36.685256844962645
Dekaharia Ward,Fafi Sub County,GARISSA,-1.0427636789865633,40.81622952918451
Diif Ward,Wajir South Sub County,WAJIR,1.1490774595579167,40.879605925486
